left,right,label,scenario,trial,raw_reply,pred_label,latency_ms,,,,,
../images/me_1.png,../images/random11.png,diff,diff_self_vs_other,0,same person,same,2629.9111,,,,,
../images/me_1.png,../images/random11.png,diff,diff_self_vs_other,1,same person,same,2612.6541,,,,,
../images/me_1.png,../images/random11.png,diff,diff_self_vs_other,2,same person,same,2631.0397,,,,,
../images/me_1.png,../images/random12.png,diff,diff_self_vs_other,0,same person,same,2633.6783,,,,,
../images/me_1.png,../images/random12.png,diff,diff_self_vs_other,1,same person,same,2637.3017,,,,,
../images/me_1.png,../images/random12.png,diff,diff_self_vs_other,2,same person,same,2622.5157,,,,,
../images/me_1.png,../images/random13.png,diff,diff_self_vs_other,0,same person,same,2628.2354,,,,,
../images/me_1.png,../images/random13.png,diff,diff_self_vs_other,1,same person,same,2627.6023,,,,,
../images/me_1.png,../images/random13.png,diff,diff_self_vs_other,2,same person,same,2648.3719,,,,,
../images/me_1.png,../images/random14.png,diff,diff_self_vs_other,0,same person,same,2610.8254,,,,,
../images/me_1.png,../images/random14.png,diff,diff_self_vs_other,1,same person,same,2618.8452,,,,,
../images/me_1.png,../images/random14.png,diff,diff_self_vs_other,2,same person,same,2623.5351,,,,,
../images/me_1.png,../images/random15.png,diff,diff_self_vs_other,0,same person,same,2615.0976,,,,,
../images/me_1.png,../images/random15.png,diff,diff_self_vs_other,1,same person,same,2647.8343,,,,,
../images/me_1.png,../images/random15.png,diff,diff_self_vs_other,2,same person,same,2623.028,,,,,
../images/me_1.png,../images/random16.png,diff,diff_self_vs_other,0,same person,same,2623.6738,,,,,
../images/me_1.png,../images/random16.png,diff,diff_self_vs_other,1,same person,same,2634.977,,,,,
../images/me_1.png,../images/random16.png,diff,diff_self_vs_other,2,same person,same,2618.4227,,,,,
../images/me_1.png,../images/random17.png,diff,diff_self_vs_other,0,same person,same,2610.1979,,,,,
../images/me_1.png,../images/random17.png,diff,diff_self_vs_other,1,same person,same,2641.3967,,,,,
../images/me_1.png,../images/random17.png,diff,diff_self_vs_other,2,same person,same,2625.2875,,,,,
../images/me_1.png,../images/random18.png,diff,diff_self_vs_other,0,same person,same,2623.0774,,,,,
../images/me_1.png,../images/random18.png,diff,diff_self_vs_other,1,same person,same,2620.6649,,,,,
../images/me_1.png,../images/random18.png,diff,diff_self_vs_other,2,same person,same,2610.0404,,,,,
../images/me_1.png,../images/random19.png,diff,diff_self_vs_other,0,same person,same,2618.5496,,,,,
../images/me_1.png,../images/random19.png,diff,diff_self_vs_other,1,same person,same,2636.2228,,,,,
../images/me_1.png,../images/random19.png,diff,diff_self_vs_other,2,same person,same,2633.2146,,,,,
../images/me_1.png,../images/random20.png,diff,diff_self_vs_other,0,same person,same,2604.8413,,,,,
../images/me_1.png,../images/random20.png,diff,diff_self_vs_other,1,same person,same,2628.2158,,,,,
../images/me_1.png,../images/random20.png,diff,diff_self_vs_other,2,same person,same,2617.6305,,,,,
../images/me_1.png,../images/random21.png,diff,diff_self_vs_other,0,same person,same,2599.9603,,,,,
../images/me_1.png,../images/random21.png,diff,diff_self_vs_other,1,same person,same,2606.8688,,,,,
../images/me_1.png,../images/random21.png,diff,diff_self_vs_other,2,same person,same,2616.2462,,,,,
../images/me_1.png,../images/random22.png,diff,diff_self_vs_other,0,same person,same,2645.0894,,,,,
../images/me_1.png,../images/random22.png,diff,diff_self_vs_other,1,same person,same,2616.2602,,,,,
../images/me_1.png,../images/random22.png,diff,diff_self_vs_other,2,same person,same,2621.389,,,,,
../images/me_1.png,../images/random23.png,diff,diff_self_vs_other,0,same person,same,2615.241,,,,,
../images/me_1.png,../images/random23.png,diff,diff_self_vs_other,1,same person,same,2620.0344,,,,,
../images/me_1.png,../images/random23.png,diff,diff_self_vs_other,2,same person,same,2610.5027,,,,,
../images/me_1.png,../images/random24.png,diff,diff_self_vs_other,0,same person,same,2623.9162,,,,,
../images/me_1.png,../images/random24.png,diff,diff_self_vs_other,1,same person,same,2629.9051,,,,,
../images/me_1.png,../images/random24.png,diff,diff_self_vs_other,2,same person,same,2631.4168,,,,,
../images/me_1.png,../images/random25.png,diff,diff_self_vs_other,0,same person,same,2614.4267,,,,,
../images/me_1.png,../images/random25.png,diff,diff_self_vs_other,1,same person,same,2637.0635,,,,,
../images/me_1.png,../images/random25.png,diff,diff_self_vs_other,2,same person,same,2613.5867,,,,,
../images/me_2.png,../images/random1.png,diff,diff_self_vs_other,0,same person,same,2636.2875,,,,,
../images/me_2.png,../images/random1.png,diff,diff_self_vs_other,1,same person,same,2646.6127,,,,,
../images/me_2.png,../images/random1.png,diff,diff_self_vs_other,2,same person,same,2617.1647,,,,,
../images/me_2.png,../images/random2.png,diff,diff_self_vs_other,0,same person,same,2609.4429,,,,,
../images/me_2.png,../images/random2.png,diff,diff_self_vs_other,1,same person,same,2634.5133,,,,,
../images/me_2.png,../images/random2.png,diff,diff_self_vs_other,2,same person,same,2624.5927,,,,,
../images/me_2.png,../images/random3.png,diff,diff_self_vs_other,0,same person,same,2663.7876,,,,,
../images/me_2.png,../images/random3.png,diff,diff_self_vs_other,1,same person,same,2656.0514,,,,,
../images/me_2.png,../images/random3.png,diff,diff_self_vs_other,2,same person,same,2640.4213,,,,,
../images/me_2.png,../images/random4.png,diff,diff_self_vs_other,0,same person,same,2636.8475,,,,,
../images/me_2.png,../images/random4.png,diff,diff_self_vs_other,1,same person,same,2617.0848,,,,,
../images/me_2.png,../images/random4.png,diff,diff_self_vs_other,2,same person,same,2628.6779,,,,,
../images/me_2.png,../images/random5.png,diff,diff_self_vs_other,0,same person,same,2637.7501,,,,,
../images/me_2.png,../images/random5.png,diff,diff_self_vs_other,1,same person,same,2632.076,,,,,
../images/me_2.png,../images/random5.png,diff,diff_self_vs_other,2,same person,same,2672.697,,,,,
../images/me_2.png,../images/random6.png,diff,diff_self_vs_other,0,same person,same,2637.973,,,,,
../images/me_2.png,../images/random6.png,diff,diff_self_vs_other,1,same person,same,2618.0212,,,,,
../images/me_2.png,../images/random6.png,diff,diff_self_vs_other,2,same person,same,2613.5581,,,,,
../images/me_2.png,../images/random7.png,diff,diff_self_vs_other,0,same person,same,2597.4967,,,,,
../images/me_2.png,../images/random7.png,diff,diff_self_vs_other,1,same person,same,2628.1312,,,,,
../images/me_2.png,../images/random7.png,diff,diff_self_vs_other,2,same person,same,2600.3888,,,,,
../images/me_2.png,../images/random8.png,diff,diff_self_vs_other,0,same person,same,2619.0821,,,,,
../images/me_2.png,../images/random8.png,diff,diff_self_vs_other,1,same person,same,2611.2712,,,,,
../images/me_2.png,../images/random8.png,diff,diff_self_vs_other,2,same person,same,2639.1064,,,,,
../images/me_2.png,../images/random9.png,diff,diff_self_vs_other,0,same person,same,2632.5947,,,,,
../images/me_2.png,../images/random9.png,diff,diff_self_vs_other,1,same person,same,2623.8119,,,,,
../images/me_2.png,../images/random9.png,diff,diff_self_vs_other,2,same person,same,2624.5025,,,,,
../images/me_2.png,../images/random10.png,diff,diff_self_vs_other,0,same person,same,2623.0903,,,,,
../images/me_2.png,../images/random10.png,diff,diff_self_vs_other,1,same person,same,2647.6627,,,,,
../images/me_2.png,../images/random10.png,diff,diff_self_vs_other,2,same person,same,2631.8128,,,,,
../images/me_2.png,../images/random11.png,diff,diff_self_vs_other,0,same person,same,2633.8944,,,,,
../images/me_2.png,../images/random11.png,diff,diff_self_vs_other,1,same person,same,2632.0438,,,,,
../images/me_2.png,../images/random11.png,diff,diff_self_vs_other,2,same person,same,2631.5628,,,,,
../images/me_2.png,../images/random12.png,diff,diff_self_vs_other,0,same person,same,2627.5657,,,,,
../images/me_2.png,../images/random12.png,diff,diff_self_vs_other,1,same person,same,2638.058,,,,,
../images/me_2.png,../images/random12.png,diff,diff_self_vs_other,2,same person,same,2639.5111,,,,,
../images/me_2.png,../images/random13.png,diff,diff_self_vs_other,0,same person,same,2648.4309,,,,,
../images/me_2.png,../images/random13.png,diff,diff_self_vs_other,1,same person,same,2640.6021,,,,,
../images/me_2.png,../images/random13.png,diff,diff_self_vs_other,2,same person,same,2627.3189,,,,,
../images/me_2.png,../images/random14.png,diff,diff_self_vs_other,0,same person,same,2640.3359,,,,,
../images/me_2.png,../images/random14.png,diff,diff_self_vs_other,1,same person,same,2648.7134,,,,,
../images/me_2.png,../images/random14.png,diff,diff_self_vs_other,2,same person,same,2645.4352,,,,,
../images/me_2.png,../images/random15.png,diff,diff_self_vs_other,0,same person,same,2638.0777,,,,,
../images/me_2.png,../images/random15.png,diff,diff_self_vs_other,1,same person,same,2624.3005,,,,,
../images/me_2.png,../images/random15.png,diff,diff_self_vs_other,2,same person,same,2640.9723,,,,,
../images/me_2.png,../images/random16.png,diff,diff_self_vs_other,0,same person,same,2609.2622,,,,,
../images/me_2.png,../images/random16.png,diff,diff_self_vs_other,1,same person,same,2607.5051,,,,,
../images/me_2.png,../images/random16.png,diff,diff_self_vs_other,2,same person,same,2628.5437,,,,,
../images/me_2.png,../images/random17.png,diff,diff_self_vs_other,0,same person,same,2614.5936,,,,,
../images/me_2.png,../images/random17.png,diff,diff_self_vs_other,1,same person,same,2621.9086,,,,,
../images/me_2.png,../images/random17.png,diff,diff_self_vs_other,2,same person,same,2616.1276,,,,,
../images/me_2.png,../images/random18.png,diff,diff_self_vs_other,0,same person,same,2624.6818,,,,,
../images/me_2.png,../images/random18.png,diff,diff_self_vs_other,1,same person,same,2648.0925,,,,,
../images/me_2.png,../images/random18.png,diff,diff_self_vs_other,2,same person,same,2632.5684,,,,,
../images/me_2.png,../images/random19.png,diff,diff_self_vs_other,0,same person,same,2613.1403,,,,,
../images/me_2.png,../images/random19.png,diff,diff_self_vs_other,1,same person,same,2606.4111,,,,,
../images/me_2.png,../images/random19.png,diff,diff_self_vs_other,2,same person,same,2653.7361,,,,,
../images/me_2.png,../images/random20.png,diff,diff_self_vs_other,0,same person,same,2623.7313,,,,,
../images/me_2.png,../images/random20.png,diff,diff_self_vs_other,1,same person,same,2643.8545,,,,,
../images/me_2.png,../images/random20.png,diff,diff_self_vs_other,2,same person,same,2625.9938,,,,,
../images/me_2.png,../images/random21.png,diff,diff_self_vs_other,0,same person,same,2618.5524,,,,,
../images/me_2.png,../images/random21.png,diff,diff_self_vs_other,1,same person,same,2617.5236,,,,,
../images/me_2.png,../images/random21.png,diff,diff_self_vs_other,2,same person,same,2611.207,,,,,
../images/me_2.png,../images/random22.png,diff,diff_self_vs_other,0,same person,same,2622.5851,,,,,
../images/me_2.png,../images/random22.png,diff,diff_self_vs_other,1,same person,same,2624.6406,,,,,
../images/me_2.png,../images/random22.png,diff,diff_self_vs_other,2,same person,same,2626.7877,,,,,
../images/me_2.png,../images/random23.png,diff,diff_self_vs_other,0,same person,same,2645.1141,,,,,
../images/me_2.png,../images/random23.png,diff,diff_self_vs_other,1,same person,same,2614.0011,,,,,
../images/me_2.png,../images/random23.png,diff,diff_self_vs_other,2,same person,same,2623.8989,,,,,
../images/me_2.png,../images/random24.png,diff,diff_self_vs_other,0,same person,same,2641.3452,,,,,
../images/me_2.png,../images/random24.png,diff,diff_self_vs_other,1,same person,same,2646.2708,,,,,
../images/me_2.png,../images/random24.png,diff,diff_self_vs_other,2,same person,same,2636.1921,,,,,
../images/me_2.png,../images/random25.png,diff,diff_self_vs_other,0,same person,same,2644.3729,,,,,
../images/me_2.png,../images/random25.png,diff,diff_self_vs_other,1,same person,same,2627.2787,,,,,
../images/me_2.png,../images/random25.png,diff,diff_self_vs_other,2,same person,same,2642.1569,,,,,
../images/me_3.png,../images/random1.png,diff,diff_self_vs_other,0,same person,same,2623.5906,,,,,
../images/me_3.png,../images/random1.png,diff,diff_self_vs_other,1,same person,same,2634.6181,,,,,
../images/me_3.png,../images/random1.png,diff,diff_self_vs_other,2,same person,same,2643.0477,,,,,
../images/me_3.png,../images/random2.png,diff,diff_self_vs_other,0,same person,same,2622.8486,,,,,
../images/me_3.png,../images/random2.png,diff,diff_self_vs_other,1,same person,same,2612.0412,,,,,
../images/me_3.png,../images/random2.png,diff,diff_self_vs_other,2,same person,same,2643.915,,,,,
../images/me_3.png,../images/random3.png,diff,diff_self_vs_other,0,same person,same,2654.6968,,,,,
../images/me_3.png,../images/random3.png,diff,diff_self_vs_other,1,same person,same,2626.1335,,,,,
../images/me_3.png,../images/random3.png,diff,diff_self_vs_other,2,same person,same,2632.5727,,,,,
../images/me_3.png,../images/random4.png,diff,diff_self_vs_other,0,same person,same,2604.7317,,,,,
../images/me_3.png,../images/random4.png,diff,diff_self_vs_other,1,same person,same,2611.7909,,,,,
../images/me_3.png,../images/random4.png,diff,diff_self_vs_other,2,same person,same,2627.1455,,,,,
../images/me_3.png,../images/random5.png,diff,diff_self_vs_other,0,same person,same,2630.8974,,,,,
../images/me_3.png,../images/random5.png,diff,diff_self_vs_other,1,same person,same,2587.2302,,,,,
../images/me_3.png,../images/random5.png,diff,diff_self_vs_other,2,same person,same,2623.5151,,,,,
../images/me_3.png,../images/random6.png,diff,diff_self_vs_other,0,same person,same,2631.9702,,,,,
../images/me_3.png,../images/random6.png,diff,diff_self_vs_other,1,same person,same,2672.6212,,,,,
../images/me_3.png,../images/random6.png,diff,diff_self_vs_other,2,same person,same,2623.0827,,,,,
../images/me_3.png,../images/random7.png,diff,diff_self_vs_other,0,same person,same,2626.033,,,,,
../images/me_3.png,../images/random7.png,diff,diff_self_vs_other,1,same person,same,2610.1713,,,,,
../images/me_3.png,../images/random7.png,diff,diff_self_vs_other,2,same person,same,2637.1296,,,,,
../images/me_3.png,../images/random8.png,diff,diff_self_vs_other,0,same person,same,2650.5275,,,,,
../images/me_3.png,../images/random8.png,diff,diff_self_vs_other,1,same person,same,2635.2144,,,,,
../images/me_3.png,../images/random8.png,diff,diff_self_vs_other,2,same person,same,2649.9783,,,,,
../images/me_3.png,../images/random9.png,diff,diff_self_vs_other,0,same person,same,2649.6096,,,,,
../images/me_3.png,../images/random9.png,diff,diff_self_vs_other,1,same person,same,2625.3929,,,,,
../images/me_3.png,../images/random9.png,diff,diff_self_vs_other,2,same person,same,2616.4057,,,,,
../images/me_3.png,../images/random10.png,diff,diff_self_vs_other,0,same person,same,2653.9471,,,,,
../images/me_3.png,../images/random10.png,diff,diff_self_vs_other,1,same person,same,2629.9272,,,,,
../images/me_3.png,../images/random10.png,diff,diff_self_vs_other,2,same person,same,2629.365,,,,,
../images/me_3.png,../images/random11.png,diff,diff_self_vs_other,0,same person,same,2631.9304,,,,,
../images/me_3.png,../images/random11.png,diff,diff_self_vs_other,1,same person,same,2621.8737,,,,,
../images/me_3.png,../images/random11.png,diff,diff_self_vs_other,2,same person,same,2627.6083,,,,,
../images/me_3.png,../images/random12.png,diff,diff_self_vs_other,0,same person,same,2618.5693,,,,,
../images/me_3.png,../images/random12.png,diff,diff_self_vs_other,1,same person,same,2642.6278,,,,,
../images/me_3.png,../images/random12.png,diff,diff_self_vs_other,2,same person,same,2639.9444,,,,,
../images/me_3.png,../images/random13.png,diff,diff_self_vs_other,0,same person,same,2647.4803,,,,,
../images/me_3.png,../images/random13.png,diff,diff_self_vs_other,1,same person,same,2600.5935,,,,,
../images/me_3.png,../images/random13.png,diff,diff_self_vs_other,2,same person,same,2624.8546,,,,,
../images/me_3.png,../images/random14.png,diff,diff_self_vs_other,0,same person,same,2616.0101,,,,,
../images/me_3.png,../images/random14.png,diff,diff_self_vs_other,1,same person,same,2640.8744,,,,,
../images/me_3.png,../images/random14.png,diff,diff_self_vs_other,2,same person,same,2621.4359,,,,,
../images/me_3.png,../images/random15.png,diff,diff_self_vs_other,0,same person,same,2638.8012,,,,,
../images/me_3.png,../images/random15.png,diff,diff_self_vs_other,1,same person,same,2633.4083,,,,,
../images/me_3.png,../images/random15.png,diff,diff_self_vs_other,2,same person,same,2600.6817,,,,,
../images/me_3.png,../images/random16.png,diff,diff_self_vs_other,0,same person,same,2632.2047,,,,,
../images/me_3.png,../images/random16.png,diff,diff_self_vs_other,1,same person,same,2631.4464,,,,,
../images/me_3.png,../images/random16.png,diff,diff_self_vs_other,2,same person,same,2638.0702,,,,,
../images/me_3.png,../images/random17.png,diff,diff_self_vs_other,0,same person,same,2648.8649,,,,,
../images/me_3.png,../images/random17.png,diff,diff_self_vs_other,1,same person,same,2620.029,,,,,
../images/me_3.png,../images/random17.png,diff,diff_self_vs_other,2,same person,same,2614.8496,,,,,
../images/me_3.png,../images/random18.png,diff,diff_self_vs_other,0,same person,same,2606.1278,,,,,
../images/me_3.png,../images/random18.png,diff,diff_self_vs_other,1,same person,same,2613.963,,,,,
../images/me_3.png,../images/random18.png,diff,diff_self_vs_other,2,same person,same,2616.701,,,,,
../images/me_3.png,../images/random19.png,diff,diff_self_vs_other,0,same person,same,2616.5816,,,,,
../images/me_3.png,../images/random19.png,diff,diff_self_vs_other,1,same person,same,2609.5014,,,,,
../images/me_3.png,../images/random19.png,diff,diff_self_vs_other,2,same person,same,2615.9506,,,,,
../images/me_3.png,../images/random20.png,diff,diff_self_vs_other,0,same person,same,2600.3281,,,,,
../images/me_3.png,../images/random20.png,diff,diff_self_vs_other,1,same person,same,2625.4273,,,,,
../images/me_3.png,../images/random20.png,diff,diff_self_vs_other,2,same person,same,2614.8961,,,,,
../images/me_3.png,../images/random21.png,diff,diff_self_vs_other,0,same person,same,2698.0531,,,,,
../images/me_3.png,../images/random21.png,diff,diff_self_vs_other,1,same person,same,2610.7892,,,,,
../images/me_3.png,../images/random21.png,diff,diff_self_vs_other,2,same person,same,2644.8042,,,,,
../images/me_3.png,../images/random22.png,diff,diff_self_vs_other,0,same person,same,2598.4933,,,,,
../images/me_3.png,../images/random22.png,diff,diff_self_vs_other,1,same person,same,2630.254,,,,,
../images/me_3.png,../images/random22.png,diff,diff_self_vs_other,2,same person,same,2612.2826,,,,,
../images/me_3.png,../images/random23.png,diff,diff_self_vs_other,0,same person,same,2628.5879,,,,,
../images/me_3.png,../images/random23.png,diff,diff_self_vs_other,1,same person,same,2595.4211,,,,,
../images/me_3.png,../images/random23.png,diff,diff_self_vs_other,2,same person,same,2635.8305,,,,,
../images/me_3.png,../images/random24.png,diff,diff_self_vs_other,0,same person,same,2622.7024,,,,,
../images/me_3.png,../images/random24.png,diff,diff_self_vs_other,1,same person,same,2635.6905,,,,,
../images/me_3.png,../images/random24.png,diff,diff_self_vs_other,2,same person,same,2613.3821,,,,,
../images/me_3.png,../images/random25.png,diff,diff_self_vs_other,0,same person,same,2614.9012,,,,,
../images/me_3.png,../images/random25.png,diff,diff_self_vs_other,1,same person,same,2609.2511,,,,,
../images/me_3.png,../images/random25.png,diff,diff_self_vs_other,2,same person,same,2613.7576,,,,,
